"District Number",District,"Campus Number",Campus,"ESC Region",Region,County,"School Type","Grades Served","Alternate Education","Number of Students","% Economically Disadvantaged","% LEP Students","Overall Rating *","Overall Score","Student Achievement Rating *","Student Achievement Score","School Progress Rating *","School Progress Score","Academic Growth Rating *","Academic Growth Score","Relative Performance Rating *","Relative Performance Score","Closing the Gaps Rating *","Closing the Gaps Score","Support Label","Public Education Grant","Distinction Reading","Distinction Mathematics","Distinction Science","Distinction Soc Studies","Distinction Progress","Distinction Closing the Gap","Distinction Post-Sec Readiness","US Congress District","TX House District","TX Senate District"
220906,GRAPEVINE-COLLEYVILLE ISD,220906105,TAYLOR EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,EE - 05,No,461,9.1%,2.4%,B,89,A,91,B,80,B,80,D,66,B,84,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,024,098,010
220906,GRAPEVINE-COLLEYVILLE ISD,220906106,BEAR CREEK EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,PK - 05,No,679,33.7%,11.9%,B,85,B,88,C,79,C,79,C,78,C,78,,,Not Earned,Not Earned,Earned,,Not Earned,Not Earned,Not Earned,024,092,009
220906,GRAPEVINE-COLLEYVILLE ISD,220906107,HERITAGE EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,PK - 05,No,509,8.4%,6.3%,A,93,A,94,B,81,C,77,B,81,B,89,,,Earned,Earned,Earned,,Not Earned,Not Earned,Not Earned,024,098,009
220906,GRAPEVINE-COLLEYVILLE ISD,220906108,BRANSFORD EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,EE - 05,No,459,13.3%,2.6%,A,95,A,93,A,90,A,90,B,83,A,100,,,Earned,Not Earned,Not Earned,,Earned,Earned,Earned,024,098,010
220906,GRAPEVINE-COLLEYVILLE ISD,220906109,GRAPEVINE EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,PK - 05,No,547,15.4%,5.7%,A,90,A,91,B,82,B,82,C,74,B,88,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,024,098,012
220906,GRAPEVINE-COLLEYVILLE ISD,220906110,SILVER LAKE EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,PK - 05,No,535,54.2%,37.8%,B,88,B,88,B,86,C,75,B,86,B,89,,,Earned,Not Earned,Earned,,Not Earned,Earned,Not Earned,024,098,012
220906,GRAPEVINE-COLLEYVILLE ISD,220906111,GLENHOPE EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,KG - 05,No,485,11.1%,3.1%,A,97,A,95,A,90,A,90,B,87,A,100,,,Earned,Not Earned,Earned,,Not Earned,Earned,Earned,024,098,010
220907,KELLER ISD,,,11,REGION 11: FORT WORTH,TARRANT,District,,No,"34,999",27.7%,8.8%,B,89,A,92,B,88,B,87,B,88,B,89,,,,,,,,,Not Earned,,,
220907,KELLER ISD,220907001,KELLER H S,11,REGION 11: FORT WORTH,TARRANT,High School,09 - 12,No,"3,075",6.8%,2.0%,A,93,A,95,B,88,B,88,B,82,B,88,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Earned,026,098,009
220907,KELLER ISD,220907002,FOSSIL RIDGE H S,11,REGION 11: FORT WORTH,TARRANT,High School,09 - 12,No,"2,314",46.5%,12.1%,B,88,B,88,B,86,B,85,B,86,B,87,,,Not Earned,Earned,Earned,Not Earned,Earned,Earned,Not Earned,012,093,009
220907,KELLER ISD,220907004,CENTRAL H S,11,REGION 11: FORT WORTH,TARRANT,High School,09 - 12,No,"2,539",25.2%,5.0%,A,90,A,93,B,84,B,80,B,84,B,84,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,026,093,009
220907,KELLER ISD,220907005,TIMBER CREEK H S,11,REGION 11: FORT WORTH,TARRANT,High School,09 - 12,No,"3,242",21.6%,6.3%,A,90,A,92,B,82,B,82,B,81,B,85,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,026,098,009
220907,KELLER ISD,220907039,NEW DIRECTION LRN CTR,11,REGION 11: FORT WORTH,TARRANT,High School,09 - 12,Yes,59,27.1%,6.8%,A,90,A,90,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,026,098,009
220907,KELLER ISD,220907041,KELLER MIDDLE,11,REGION 11: FORT WORTH,TARRANT,Middle School,07 - 08,No,"1,019",5.9%,2.3%,A,90,A,92,B,85,B,85,D,66,B,86,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,026,098,009
220907,KELLER ISD,220907042,FOSSIL HILL MIDDLE,11,REGION 11: FORT WORTH,TARRANT,Middle School,07 - 08,No,955,51.7%,17.1%,B,83,B,81,B,84,B,84,B,81,B,82,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,012,093,009
220907,KELLER ISD,220907043,HILLWOOD MIDDLE,11,REGION 11: FORT WORTH,TARRANT,Middle School,07 - 08,No,"1,222",30.9%,6.6%,A,94,A,91,B,89,B,89,B,84,A,100,,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Earned,Earned,026,091,009
220907,KELLER ISD,220907044,INDIAN SPRINGS MIDDLE,11,REGION 11: FORT WORTH,TARRANT,Middle School,05 - 08,No,982,13.1%,3.1%,A,94,A,92,B,86,B,86,C,79,A,98,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,026,091,009
220907,KELLER ISD,220907045,TRINITY SPRINGS MIDDLE,11,REGION 11: FORT WORTH,TARRANT,Middle School,07 - 08,No,992,29.2%,8.0%,A,91,A,92,A,90,A,90,B,87,B,88,,,Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Earned,026,093,009
220907,KELLER ISD,220907046,TIMBERVIEW MIDDLE,11,REGION 11: FORT WORTH,TARRANT,Middle School,05 - 08,No,"1,240",15.0%,4.4%,B,88,A,90,C,79,C,79,D,60,B,84,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,026,093,009
220907,KELLER ISD,220907047,VISTA RIDGE MIDDLE,11,REGION 11: FORT WORTH,TARRANT,Middle School,05 - 07,No,500,44.4%,11.2%,B,83,B,85,B,82,C,75,B,82,C,79,,,Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Earned,026,093,009
220907,KELLER ISD,220907101,KELLER-HARVEL EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,KG - 04,No,457,24.7%,4.8%,A,94,A,91,B,88,B,88,C,79,A,100,,,Not Earned,Earned,,,Earned,Earned,Not Earned,026,098,009
220907,KELLER ISD,220907102,FLORENCE EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,KG - 04,No,470,8.1%,1.1%,A,95,A,93,B,83,B,83,C,77,A,100,,,Not Earned,Not Earned,,,Not Earned,Earned,Not Earned,024,098,009
220907,KELLER ISD,220907103,PARKVIEW EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,KG - 04,No,556,61.3%,18.2%,D,67,C,71,D,69,F,55,D,69,F,59,Targeted Support,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,012,093,009
220907,KELLER ISD,220907104,BEAR CREEK INT,11,REGION 11: FORT WORTH,TARRANT,Middle School,05 - 06,No,989,7.9%,1.9%,A,96,A,94,B,89,B,89,B,82,A,100,,,Not Earned,Earned,Not Earned,,Not Earned,Earned,Not Earned,026,098,009
220907,KELLER ISD,220907105,WHITLEY ROAD EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,KG - 04,No,449,59.7%,22.0%,C,72,C,73,C,72,C,70,C,72,C,71,Targeted Support,,Not Earned,Earned,,,Not Earned,Not Earned,Not Earned,026,091,009
220907,KELLER ISD,220907106,HERITAGE EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,KG - 04,No,485,42.3%,10.1%,C,70,C,73,D,60,F,59,D,60,D,63,Targeted Support,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,012,093,009
220907,KELLER ISD,220907107,CHISHOLM TRAIL INT,11,REGION 11: FORT WORTH,TARRANT,Middle School,05 - 06,No,889,56.7%,22.7%,B,81,B,81,B,83,C,72,B,83,C,77,Targeted Support,,Not Earned,Earned,Not Earned,,Not Earned,Not Earned,Not Earned,012,093,009
220907,KELLER ISD,220907108,SHADY GROVE EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,KG - 04,No,457,6.6%,3.5%,B,87,A,92,D,67,D,65,D,67,C,76,,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,026,098,009
220907,KELLER ISD,220907109,PARK GLEN EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,KG - 04,No,597,22.1%,5.4%,C,79,B,82,D,69,D,69,D,60,C,72,,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,012,091,009
220907,KELLER ISD,220907110,WILLIS LANE EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,KG - 04,No,525,14.7%,4.8%,A,96,A,92,A,94,A,94,B,80,A,100,,,Not Earned,Earned,,,Earned,Earned,Earned,026,098,009
220907,KELLER ISD,220907111,NORTH RIVERSIDE EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,KG - 04,No,394,61.2%,28.2%,D,69,C,72,C,72,F,54,C,72,D,62,,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,012,093,009
220907,KELLER ISD,220907112,HIDDEN LAKES EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,KG - 04,No,400,3.3%,2.3%,A,96,A,94,A,91,A,91,B,80,A,100,,,Not Earned,Not Earned,,,Earned,Earned,Not Earned,026,098,009
220907,KELLER ISD,220907113,LONE STAR EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,KG - 04,No,801,21.0%,11.4%,B,87,A,91,B,85,B,85,C,77,C,79,,,Not Earned,Earned,,,Earned,Not Earned,Not Earned,026,093,009
220907,KELLER ISD,220907114,PARKWOOD HILL INT,11,REGION 11: FORT WORTH,TARRANT,Middle School,05 - 06,No,"1,190",28.8%,5.3%,B,89,A,91,B,82,C,79,B,82,B,84,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,026,091,009
220907,KELLER ISD,220907116,BLUEBONNET EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,KG - 04,No,537,42.1%,10.6%,C,75,C,77,C,70,D,62,C,70,C,71,Additional Targeted Support 2018 and 2019,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,012,091,009
220907,KELLER ISD,220907117,FREEDOM EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,KG - 04,No,559,32.6%,20.0%,B,84,B,85,C,79,C,79,C,74,B,83,,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,026,093,009
220907,KELLER ISD,220907118,BETTE PEROT EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,KG - 04,No,607,19.6%,4.8%,A,94,A,92,B,89,B,89,B,81,A,100,,,Not Earned,Earned,,,Earned,Earned,Earned,012,093,009
220907,KELLER ISD,220907119,WOODLAND SPRINGS EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,KG - 04,No,578,18.7%,2.9%,B,83,B,86,D,69,D,69,D,62,C,75,,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,026,098,009
220907,KELLER ISD,220907120,LIBERTY EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,KG - 04,No,435,3.7%,2.8%,B,88,A,92,C,70,C,70,D,69,C,78,,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,024,098,010
220907,KELLER ISD,220907121,INDEPENDENCE EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,KG - 04,No,562,19.0%,3.9%,B,86,B,89,C,79,C,79,D,67,C,79,,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,026,098,009
220907,KELLER ISD,220907122,FRIENDSHIP EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,KG - 04,No,549,43.2%,8.2%,C,73,C,77,C,70,F,58,C,70,D,64,Additional Targeted Support 2018 and 2019,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,026,093,009
220907,KELLER ISD,220907123,TRINITY MEADOWS INT,11,REGION 11: FORT WORTH,TARRANT,Middle School,05 - 06,No,983,33.8%,12.8%,B,89,B,89,B,83,B,83,B,82,B,89,Targeted Support,,Not Earned,Not Earned,Not Earned,,Earned,Earned,Not Earned,026,093,009
220907,KELLER ISD,220907124,EAGLE RIDGE EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,KG - 04,No,613,14.0%,5.1%,B,87,A,91,C,75,C,75,C,70,C,79,,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,026,093,009
220907,KELLER ISD,220907125,CAPROCK EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,KG - 04,No,645,49.0%,25.1%,C,74,C,76,C,72,F,58,C,72,D,68,Targeted Support,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,026,098,009
220907,KELLER ISD,220907126,BASSWOOD EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,KG - 04,No,371,62.3%,35.6%,B,86,B,86,B,87,B,82,B,87,B,85,,,Earned,Earned,,,Earned,Not Earned,Earned,012,093,009
220907,KELLER ISD,220907128,KELLER EARLY LEARNING CENTER - NOR,11,REGION 11: FORT WORTH,TARRANT,Elementary,EE - PK,No,291,75.3%,24.1%,B,89,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,026,093,009
220907,KELLER ISD,220907129,RIDGEVIEW EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,KG - 04,No,698,16.9%,10.9%,B,82,B,85,C,70,C,70,F,59,C,74,Targeted Support,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,026,098,009
220907,KELLER ISD,220907130,SUNSET VALLEY EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,KG - 04,No,445,36.6%,18.4%,C,73,C,77,D,63,F,56,D,63,D,64,Targeted Support,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,012,093,009
220907,KELLER ISD,220907131,KELLER EARLY LEARNING CENTER - SOU,11,REGION 11: FORT WORTH,TARRANT,Elementary,EE - PK,No,328,81.7%,31.7%,B,89,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,012,093,009
220908,MANSFIELD ISD,,,11,REGION 11: FORT WORTH,TARRANT,District,,No,"35,198",43.3%,10.2%,A,90,A,90,A,90,B,87,A,90,A,91,,,,,,,,,Not Earned,,,
220908,MANSFIELD ISD,220908002,MANSFIELD SUMMIT H S,11,REGION 11: FORT WORTH,TARRANT,High School,09 - 12,No,"2,127",60.6%,6.4%,B,82,B,84,B,84,B,81,B,84,C,78,Targeted Support,,Earned,Earned,Earned,Earned,Earned,Not Earned,Not Earned,006,094,010
220908,MANSFIELD ISD,220908003,MANSFIELD H S,11,REGION 11: FORT WORTH,TARRANT,High School,09 - 12,No,"2,417",23.7%,1.7%,A,91,A,93,B,86,B,86,B,83,B,86,,,Not Earned,Not Earned,Earned,Earned,Not Earned,Not Earned,Not Earned,006,096,010
220908,MANSFIELD ISD,220908004,MANSFIELD TIMBERVIEW H S,11,REGION 11: FORT WORTH,TARRANT,High School,09 - 12,No,"1,879",50.8%,4.2%,B,87,B,87,B,85,B,85,B,83,B,88,,,Earned,Earned,Earned,Earned,Earned,Earned,Not Earned,006,101,022
220908,MANSFIELD ISD,220908005,MANSFIELD LEGACY H S,11,REGION 11: FORT WORTH,TARRANT,High School,09 - 12,No,"2,172",38.4%,4.0%,B,88,A,90,B,84,B,83,B,84,B,82,,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,006,096,010
220908,MANSFIELD ISD,220908006,THE PHOENIX ACADEMY,11,REGION 11: FORT WORTH,TARRANT,High School,09 - 12,Yes,90,64.4%,7.8%,C,78,C,78,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,006,096,010
220908,MANSFIELD ISD,220908007,MANSFIELD LAKE RIDGE H S,11,REGION 11: FORT WORTH,TARRANT,High School,09 - 12,No,"2,632",25.0%,3.2%,B,88,A,92,B,81,C,75,B,81,C,79,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,006,096,010
220908,MANSFIELD ISD,220908008,MANSFIELD FRONTIER H S,11,REGION 11: FORT WORTH,TARRANT,High School,11 - 12,No,128,35.2%,0.0%,A,98,A,98,A,95,N/R,.,A,95,N/R,.,,,Earned,Earned,Earned,Earned,,,Earned,006,096,010
220908,MANSFIELD ISD,220908009,TCCSE EARLY COLLEGE H S AT TIMBERV,11,REGION 11: FORT WORTH,TARRANT,High School,09 - 10,No,170,52.9%,3.5%,A,97,A,95,A,95,A,92,A,95,A,100,,,Earned,Earned,Earned,Earned,Earned,Earned,Earned,006,101,022
220908,MANSFIELD ISD,220908041,ROGENE WORLEY MIDDLE,11,REGION 11: FORT WORTH,TARRANT,Middle School,07 - 08,No,903,41.6%,6.6%,B,86,B,86,B,85,B,85,B,83,B,86,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,006,096,010
220908,MANSFIELD ISD,220908042,T A HOWARD MIDDLE,11,REGION 11: FORT WORTH,TARRANT,Middle School,07 - 08,No,888,67.7%,7.2%,A,91,B,87,A,92,A,92,A,91,A,90,,,Earned,Earned,Earned,Earned,Earned,Earned,Earned,006,094,010
220908,MANSFIELD ISD,220908043,BROOKS WESTER MIDDLE,11,REGION 11: FORT WORTH,TARRANT,Middle School,06 - 08,No,"1,010",33.0%,4.4%,A,91,A,92,A,91,B,89,A,91,B,89,,,Earned,Earned,Not Earned,Earned,Earned,Earned,Earned,006,096,010
220908,MANSFIELD ISD,220908044,DANNY JONES MIDDLE,11,REGION 11: FORT WORTH,TARRANT,Middle School,07 - 08,No,"1,106",18.0%,2.4%,A,92,A,92,B,89,B,89,B,80,A,91,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,006,096,010
220908,MANSFIELD ISD,220908045,JAMES COBLE MIDDLE,11,REGION 11: FORT WORTH,TARRANT,Middle School,07 - 08,No,906,53.3%,5.3%,B,89,B,86,B,89,B,85,B,89,A,90,,,Earned,Earned,Not Earned,Not Earned,Earned,Earned,Earned,006,101,022
220908,MANSFIELD ISD,220908046,LINDA JOBE MIDDLE,11,REGION 11: FORT WORTH,TARRANT,Middle School,07 - 08,No,896,46.8%,5.4%,B,88,B,89,B,89,B,88,B,89,B,87,Targeted Support,,Not Earned,Not Earned,Earned,Not Earned,Earned,Not Earned,Earned,006,096,010
220908,MANSFIELD ISD,220908101,ALICE PONDER EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,EE - 04,No,643,70.3%,40.7%,B,83,B,82,B,87,D,69,B,87,C,75,,,Earned,Not Earned,,,Not Earned,Not Earned,Earned,006,096,010
220908,MANSFIELD ISD,220908103,TARVER-RENDON EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,PK - 04,No,655,48.2%,13.9%,B,86,A,90,B,87,C,77,B,87,C,77,,,Earned,Earned,,,Not Earned,Not Earned,Earned,006,096,010
220908,MANSFIELD ISD,220908105,J L BOREN EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,EE - 04,No,534,17.4%,3.2%,B,88,A,91,C,76,C,75,C,76,B,81,,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,006,096,010
220908,MANSFIELD ISD,220908106,CHARLOTTE ANDERSON EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,PK - 04,No,445,69.7%,24.0%,A,94,A,91,A,92,B,86,A,92,A,100,,,Earned,Earned,,,Earned,Earned,Earned,006,094,010
220908,MANSFIELD ISD,220908107,GLENN HARMON EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,PK - 04,No,560,87.5%,27.3%,C,78,C,70,C,79,C,79,C,76,C,75,Targeted Support,,Earned,Not Earned,,,Earned,Not Earned,Not Earned,006,094,010
220908,MANSFIELD ISD,220908109,D P MORRIS EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,PK - 04,No,562,75.3%,41.1%,B,88,B,82,B,88,C,79,B,88,B,88,,,Earned,Earned,,,Not Earned,Earned,Earned,006,096,010
220908,MANSFIELD ISD,220908110,WILLIE BROWN EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,PK - 04,No,552,18.8%,10.7%,A,94,A,92,B,80,B,80,B,80,A,98,,,Not Earned,Not Earned,,,Not Earned,Earned,Not Earned,006,096,010
220908,MANSFIELD ISD,220908111,KENNETH DAVIS EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,PK - 04,No,463,72.1%,26.8%,C,76,C,73,C,79,D,60,C,79,C,70,,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,006,101,010
220908,MANSFIELD ISD,220908112,IMOGENE GIDEON EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,PK - 04,No,433,63.7%,26.8%,B,86,B,80,B,84,B,82,B,84,B,89,,,Earned,Not Earned,,,Earned,Earned,Earned,006,101,022
220908,MANSFIELD ISD,220908113,ERMA NASH EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,PK - 04,No,598,67.2%,39.8%,B,82,B,80,B,85,D,60,B,85,C,76,,,Not Earned,Not Earned,,,Not Earned,Not Earned,Earned,006,096,010
220908,MANSFIELD ISD,220908114,ELIZABETH SMITH EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,EE - 04,No,617,21.6%,9.7%,A,93,A,91,B,86,B,86,C,76,A,98,,,Not Earned,Not Earned,,,Earned,Earned,Not Earned,006,096,010
220908,MANSFIELD ISD,220908115,ROBERTA TIPPS EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,EE - 04,No,594,37.2%,15.5%,B,85,B,88,B,80,D,69,B,80,C,77,,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,006,096,010
220908,MANSFIELD ISD,220908116,MARTHA REID EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,PK - 04,No,558,40.5%,15.6%,B,82,B,83,C,78,D,69,C,78,C,78,,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,006,096,010
220908,MANSFIELD ISD,220908117,THELMA JONES EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,EE - 04,No,463,59.6%,21.6%,B,83,B,85,B,86,D,67,B,86,C,77,,,Earned,Earned,,,Not Earned,Not Earned,Earned,006,101,022
220908,MANSFIELD ISD,220908118,MARY JO SHEPPARD EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,PK - 04,No,455,53.6%,9.9%,B,86,A,91,A,90,C,70,A,90,C,75,,,Earned,Earned,,,Not Earned,Not Earned,Earned,006,096,010
220908,MANSFIELD ISD,220908119,JANET BROCKETT EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,PK - 04,No,565,58.4%,17.5%,B,81,B,80,B,83,D,67,B,83,C,75,Additional Targeted Support 2018 and 2019,,Not Earned,Earned,,,Not Earned,Not Earned,Earned,006,096,010
220908,MANSFIELD ISD,220908120,ANNA MAY DAULTON EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,PK - 04,No,732,14.5%,11.9%,A,94,A,93,B,81,C,77,B,81,A,96,,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,006,101,022
220908,MANSFIELD ISD,220908121,CORA SPENCER EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,KG - 04,No,665,16.8%,10.4%,A,95,A,93,A,92,A,92,B,82,A,98,,,Earned,Earned,,,Earned,Earned,Earned,006,101,022
220908,MANSFIELD ISD,220908122,LOUISE CABANISS EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,PK - 04,No,591,51.4%,26.2%,B,89,A,90,B,88,C,79,B,88,B,87,,,Earned,Earned,,,Not Earned,Earned,Earned,006,101,022
220908,MANSFIELD ISD,220908123,CAROL HOLT EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,EE - 04,No,462,56.5%,12.8%,C,79,C,79,B,81,C,72,B,81,C,74,,,Not Earned,Earned,,,Not Earned,Not Earned,Not Earned,006,094,010
220908,MANSFIELD ISD,220908124,ANNETTE PERRY EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,PK - 04,No,466,47.9%,21.0%,B,87,B,80,B,88,B,88,C,79,B,84,,,Not Earned,Earned,,,Earned,Earned,Not Earned,025,058,022
220908,MANSFIELD ISD,220908125,JUDY MILLER EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,EE - 04,No,518,29.3%,13.7%,B,86,B,88,C,75,C,74,C,75,B,82,,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,006,096,010
220908,MANSFIELD ISD,220908126,NANCY NEAL EL,11,REGION 11: FORT WORTH,TARRANT,Elementary,EE - 04,No,472,32.2%,8.7%,A,93,A,91,B,85,C,79,B,85,A,98,,,Not Earned,Not Earned,,,Not Earned,Earned,Earned,006,096,010
220908,MANSFIELD ISD,220908201,MARY ORR INT,11,REGION 11: FORT WORTH,TARRANT,Middle School,05 - 06,No,920,43.5%,7.0%,B,86,A,90,B,89,C,75,B,89,C,78,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,006,096,010
220908,MANSFIELD ISD,220908202,CROSS TIMBERS INT,11,REGION 11: FORT WORTH,TARRANT,Middle School,05 - 06,No,740,66.4%,11.2%,B,86,B,83,B,89,C,70,B,89,C,78,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,006,094,010
220908,MANSFIELD ISD,220908204,DONNA SHEPARD INT,11,REGION 11: FORT WORTH,TARRANT,Middle School,05 - 06,No,891,52.9%,14.0%,A,90,A,91,A,91,B,81,A,91,B,89,,,Earned,Earned,Earned,,Earned,Earned,Earned,006,096,010
220908,MANSFIELD ISD,220908205,DELLA ICENHOWER INT,11,REGION 11: FORT WORTH,TARRANT,Middle School,05 - 06,No,861,56.9%,6.0%,B,88,B,89,A,91,C,77,A,91,B,82,Targeted Support,,Earned,Earned,Not Earned,,Earned,Earned,Earned,006,101,022
220908,MANSFIELD ISD,220908206,MARY LILLARD I S,11,REGION 11: FORT WORTH,TARRANT,Middle School,05 - 06,No,"1,048",20.9%,3.1%,B,89,A,92,B,82,B,80,B,82,B,82,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,006,101,022
220908,MANSFIELD ISD,220908207,ASA E LOW JR INT,11,REGION 11: FORT WORTH,TARRANT,Middle School,05 - 06,No,811,38.6%,6.8%,A,90,A,91,A,90,B,80,A,90,B,86,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,006,096,010
220910,LAKE WORTH ISD,,,11,REGION 11: FORT WORTH,TARRANT,District,,No,"3,367",80.9%,20.2%,C,70,C,71,C,74,F,59,C,74,D,60,,,,,,,,,Not Earned,,,
220910,LAKE WORTH ISD,220910001,LAKE WORTH H S,11,REGION 11: FORT WORTH,TARRANT,High School,09 - 12,No,878,72.7%,12.9%,C,74,C,77,C,76,D,69,C,76,D,67,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,012,099,012
220910,LAKE WORTH ISD,220910042,LUCYLE COLLINS MIDDLE SCHOOL,11,REGION 11: FORT WORTH,TARRANT,Middle School,07 - 08,No,517,80.9%,12.8%,C,74,F,58,C,77,C,77,D,60,D,68,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,033,090,010
